ANZSOCGroup,MapDetailName,Region,NumberofVictimisations,NumberofRecords,OccurrenceDayOfWeek,Weapon,YearMonth
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Thu,NotStated,1/08/14
Non-AggravatedSexualAssault,Middleton.,CanterburyRegion,1,1,Thu,NotApplicable,1/08/14
AggravatedSexualAssault,SouthBrighton.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/08/14
AggravatedSexualAssault,WoolstonWest.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/08/14
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/08/14
Non-AggravatedSexualAssault,Huapai.,AucklandRegion,1,1,Wed,NotApplicable,1/03/15
Non-AggravatedSexualAssault,WestMelton.,CanterburyRegion,1,1,Sat,NotApplicable,1/03/15
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sun,NotApplicable,1/03/15
Non-AggravatedSexualAssault,Clarkville.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/03/15
Non-AggravatedSexualAssault,Swarbrick.,WaikatoRegion,1,1,Wed,NotApplicable,1/03/15
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/08/14
AggravatedSexualAssault,TePuna.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/08/14
AggravatedSexualAssault,TePukeEast.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/08/14
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,Wed,NotApplicable,1/08/14
Non-AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,Mon,NotApplicable,1/08/14
Non-AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,Mon,NotApplicable,1/08/14
AggravatedSexualAssault,University.,WaikatoRegion,1,1,Sat,None,1/08/14
AggravatedSexualAssault,HillcrestWest.,WaikatoRegion,1,1,Sun,NotApplicable,1/08/14
Non-AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,Sun,NotStated,1/08/14
AggravatedSexualAssault,Insoll.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/08/14
AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/08/14
AggravatedSexualAssault,TeKauwhata.,WaikatoRegion,1,1,Wed,NotApplicable,1/08/14
AggravatedSexualAssault,Silverdale.,WaikatoRegion,1,1,Wed,NotApplicable,1/08/14
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Wed,NotStated,1/08/14
Non-AggravatedSexualAssault,OtorohangaRuralEast.,WaikatoRegion,1,1,Tue,NotApplicable,1/08/14
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/07/14
Non-AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,,,0,1,Sun,NotStated,1/07/14
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/07/14
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/07/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/07/14
AggravatedSexualAssault,Hyperion.,AucklandRegion,1,1,Fri,NotApplicable,1/07/14
Non-AggravatedSexualAssault,PukekoheWest.,AucklandRegion,1,1,Mon,NotApplicable,1/07/14
AggravatedSexualAssault,Glenbrook.,AucklandRegion,1,1,Sat,NotStated,1/07/14
AggravatedSexualAssault,PapakuraCentral.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Rosehill.,AucklandRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,KaitiSouth.,GisborneRegion,1,1,Fri,NotStated,1/07/14
AggravatedSexualAssault,Wairoa.,Hawke'sBayRegion,1,1,Fri,NotStated,1/07/14
Non-AggravatedSexualAssault,DannevirkeEast.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/07/14
AggravatedSexualAssault,HavelockNorthCentral.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/07/14
AggravatedSexualAssault,Pakipaki.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/07/14
Non-AggravatedSexualAssault,Westshore.,Hawke'sBayRegion,1,1,Thu,NotApplicable,1/07/14
AggravatedSexualAssault,KaitiSouth.,GisborneRegion,1,1,Tue,NotStated,1/07/14
AggravatedSexualAssault,HospitalHill.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Fri,NotApplicable,1/07/14
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Fri,NotApplicable,1/07/14
Non-AggravatedSexualAssault,OneTreeHillCentral.,AucklandRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,GlenEdenEast.,AucklandRegion,1,1,Mon,NotApplicable,1/07/14
AggravatedSexualAssault,OtaraSouth.,AucklandRegion,1,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,Heretaunga-Silverstream.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/07/15
Non-AggravatedSexualAssault,University.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,CambridgeCentral.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,Matarawa.,WaikatoRegion,1,1,Sun,NotApplicable,1/11/14
Non-AggravatedSexualAssault,Tauhara.,WaikatoRegion,1,1,Sat,NotApplicable,1/11/14
Non-AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/11/14
AggravatedSexualAssault,Victoria.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,FairySprings.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/11/14
Non-AggravatedSexualAssault,TeRapa.,WaikatoRegion,1,1,Sun,NotStated,1/02/15
Non-AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,Sat,NotApplicable,1/02/15
AggravatedSexualAssault,Mornington.,OtagoRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,OamaruCentral.,OtagoRegion,1,1,Wed,NotStated,1/05/15
Non-AggravatedSexualAssault,OtakaroPark.,SouthlandRegion,1,1,Mon,NotApplicable,1/05/15
Non-AggravatedSexualAssault,Georgetown.,SouthlandRegion,1,1,Sat,NotApplicable,1/05/15
AggravatedSexualAssault,RangatiraPark.,WaikatoRegion,1,1,Fri,NotApplicable,1/08/14
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Fri,NotApplicable,1/08/14
AggravatedSexualAssault,Mangakakahi.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/08/14
AggravatedSexualAssault,SouthDunedin.,OtagoRegion,1,1,Fri,NotApplicable,1/03/15
AggravatedSexualAssault,StKildaWest.,OtagoRegion,1,1,Sun,NotApplicable,1/03/15
Non-AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Sun,NotApplicable,1/03/15
AggravatedSexualAssault,StKildaEast.,OtagoRegion,1,1,Tue,NotApplicable,1/03/15
Non-AggravatedSexualAssault,Harbourside.,OtagoRegion,1,1,Tue,NotApplicable,1/03/15
AggravatedSexualAssault,Wakari.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,CorstorphineEast.,OtagoRegion,1,1,Wed,NotApplicable,1/03/15
Non-AggravatedSexualAssault,Wanaka.,OtagoRegion,1,1,Tue,NotApplicable,1/03/15
AggravatedSexualAssault,PapakuraEast.,AucklandRegion,1,1,Mon,NotApplicable,1/12/14
AggravatedSexualAssault,CannonsCreekNorth.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,Caledonian.,OtagoRegion,1,1,Mon,NotApplicable,1/04/15
Non-AggravatedSexualAssault,Wanaka.,OtagoRegion,1,1,Sun,NotApplicable,1/04/15
Non-AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Sun,NotStated,1/04/15
AggravatedSexualAssault,Balclutha.,OtagoRegion,1,1,Sat,NotApplicable,1/04/15
AggravatedSexualAssault,WaimumuSouth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,Paparua.,CanterburyRegion,1,1,Mon,NotApplicable,1/07/15
AggravatedSexualAssault,BlenheimCentral.,MarlboroughRegion,1,1,Thu,NotApplicable,1/07/15
AggravatedSexualAssault,Mornington.,OtagoRegion,1,1,Tue,NotStated,1/03/15
AggravatedSexualAssault,EastGore.,SouthlandRegion,1,1,Wed,NotApplicable,1/03/15
AggravatedSexualAssault,Kingswell-Clifton.,SouthlandRegion,1,1,Mon,NotStated,1/03/15
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/04/15
Non-AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/04/15
AggravatedSexualAssault,TeKuiti.,WaikatoRegion,1,1,Wed,NotApplicable,1/09/14
Non-AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,Fri,NotApplicable,1/09/14
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Thu,NotApplicable,1/09/14
AggravatedSexualAssault,Utuhina.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/09/14
AggravatedSexualAssault,CentralGore.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,TeAwamutuSouth.,WaikatoRegion,1,1,Sat,NotApplicable,1/03/15
AggravatedSexualAssault,MorrinsvilleEast.,WaikatoRegion,1,1,Thu,NotApplicable,1/03/15
AggravatedSexualAssault,FlaxmereEast.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,Thu,NotApplicable,1/04/15
AggravatedSexualAssault,Haupiri.,WestCoastRegion,1,1,UNKNOWN,NotStated,1/04/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,StMartins.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,HanmerSprings.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,Camberley.,Hawke'sBayRegion,1,1,Fri,NotStated,1/04/15
AggravatedSexualAssault,TotaraPark.,WellingtonRegion,1,1,Thu,NotStated,1/04/15
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/04/15
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/04/15
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/04/15
AggravatedSexualAssault,,,0,1,Fri,NotStated,1/04/15
AggravatedSexualAssault,,,0,1,Fri,NotStated,1/04/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,Ferrymead.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,ShirleyEast.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,StMartins.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,TePukeWest.,BayofPlentyRegion,1,1,Tue,NotApplicable,1/07/15
AggravatedSexualAssault,Wairoa.,Hawke'sBayRegion,1,1,Sun,NotStated,1/07/15
AggravatedSexualAssault,Parkvale.,Hawke'sBayRegion,1,1,Thu,NotStated,1/07/15
AggravatedSexualAssault,Kingsley-Chatham.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/07/15
AggravatedSexualAssault,HuntlyEast.,WaikatoRegion,1,1,Wed,NotApplicable,1/10/14
AggravatedSexualAssault,NgongotahaNorth.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/10/14
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/10/14
AggravatedSexualAssault,TrenthamSouth.,WellingtonRegion,1,1,Wed,NotStated,1/05/15
Non-AggravatedSexualAssault,OtakiForks.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,AshburtonCentralEast.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,Selwyn-Rakaia.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,2,1,Wed,NotStated,1/05/15
AggravatedSexualAssault,BluffHill.,Hawke'sBayRegion,1,1,Thu,NotStated,1/05/15
AggravatedSexualAssault,OnekawaWest.,Hawke'sBayRegion,1,1,Wed,NotStated,1/05/15
AggravatedSexualAssault,Pahurehure.,AucklandRegion,1,1,Fri,NotApplicable,1/04/15
AggravatedSexualAssault,Winton.,SouthlandRegion,3,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,OretiBeach.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/05/15
Non-AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/05/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/07/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/07/15
AggravatedSexualAssault,FreemansBay.,AucklandRegion,1,1,Fri,NotStated,1/07/15
Non-AggravatedSexualAssault,EpsomCentral.,AucklandRegion,1,1,Sat,NotApplicable,1/06/15
AggravatedSexualAssault,Lincoln.,CanterburyRegion,1,1,Thu,NotStated,1/06/15
AggravatedSexualAssault,Makara-Ohariu.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,Aranui.,CanterburyRegion,1,1,Wed,NotApplicable,1/06/15
AggravatedSexualAssault,YattonPark.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,Waihi.,WaikatoRegion,1,1,Sun,NotApplicable,1/06/15
AggravatedSexualAssault,Tamarau.,GisborneRegion,1,1,Tue,NotStated,1/04/15
AggravatedSexualAssault,GraftonWest.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/04/15
AggravatedSexualAssault,WestGore.,SouthlandRegion,1,1,Tue,NotApplicable,1/05/15
Non-AggravatedSexualAssault,QueenstownBay.,OtagoRegion,1,1,Tue,NotApplicable,1/05/15
AggravatedSexualAssault,Waianiwa.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,Gladstone-Avenal.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/05/15
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Mon,NotStated,1/05/15
Non-AggravatedSexualAssault,PapakuraEast.,AucklandRegion,1,1,Fri,NotApplicable,1/04/15
AggravatedSexualAssault,OtahuhuEast.,AucklandRegion,1,1,Mon,NotStated,1/06/15
AggravatedSexualAssault,ParnellWest.,AucklandRegion,1,1,Sat,NotStated,1/07/15
AggravatedSexualAssault,BucklandsandEasternBeaches.,AucklandRegion,1,1,Mon,NotStated,1/05/15
AggravatedSexualAssault,PanmureBasin.,AucklandRegion,1,1,Sat,NotStated,1/05/15
AggravatedSexualAssault,WaihekeIsland.,AucklandRegion,1,1,UNKNOWN,NotStated,1/07/15
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Thu,NotStated,1/07/15
AggravatedSexualAssault,TakaniniSouth.,AucklandRegion,1,1,Sat,Knife,1/04/15
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,Fri,NotApplicable,1/04/15
Non-AggravatedSexualAssault,BayView.,Hawke'sBayRegion,1,1,Fri,NotApplicable,1/04/15
Non-AggravatedSexualAssault,Heretaunga-Silverstream.,WellingtonRegion,1,1,Tue,NotStated,1/04/15
AggravatedSexualAssault,Belmont.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/04/15
Non-AggravatedSexualAssault,Fernlea.,WellingtonRegion,1,1,Wed,NotApplicable,1/04/15
AggravatedSexualAssault,Hillpark.,AucklandRegion,1,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,LintonMilitaryCamp.,Manawatu-WanganuiRegion,1,1,Sun,NotApplicable,1/06/15
AggravatedSexualAssault,PalmerstonNorthHospital.,Manawatu-WanganuiRegion,1,1,Sun,NotStated,1/06/15
AggravatedSexualAssault,CooksGardens.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,Milson.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Sun,None,1/10/14
AggravatedSexualAssault,Lambton.,WellingtonRegion,1,1,Sat,NotApplicable,1/10/14
AggravatedSexualAssault,JohnsonvilleCentral.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/10/14
AggravatedSexualAssault,GovernorsBay.,CanterburyRegion,1,1,Wed,NotStated,1/10/14
Non-AggravatedSexualAssault,FranktonJunction.,WaikatoRegion,1,1,Fri,NotApplicable,1/10/14
AggravatedSexualAssault,Sunnybrook.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/10/14
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/08/15
Non-AggravatedSexualAssault,Ardmore.,AucklandRegion,1,1,Sat,NotStated,1/05/15
Non-AggravatedSexualAssault,Millhouse.,AucklandRegion,1,1,Fri,NotApplicable,1/04/15
Non-AggravatedSexualAssault,GraftonWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/04/15
AggravatedSexualAssault,HaweraSouth.,TaranakiRegion,1,1,Sun,NotApplicable,1/04/15
AggravatedSexualAssault,RaumangaWest.,NorthlandRegion,1,1,Sat,NotStated,1/04/15
AggravatedSexualAssault,WaiukuWest.,AucklandRegion,1,1,Thu,NotApplicable,1/07/15
AggravatedSexualAssault,NewWindsor.,AucklandRegion,1,1,Sun,NotStated,1/05/15
AggravatedSexualAssault,TitahiBaySouth.,WellingtonRegion,1,1,Sat,NotStated,1/05/15
AggravatedSexualAssault,LevinWest.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,WhangareiCentral.,NorthlandRegion,1,1,Fri,NotStated,1/05/15
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Tue,NotStated,1/07/15
Non-AggravatedSexualAssault,Newmarket.,AucklandRegion,1,1,Fri,NotStated,1/04/15
AggravatedSexualAssault,Ngapuhi-Kaikou.,NorthlandRegion,1,1,Fri,NotApplicable,1/06/15
AggravatedSexualAssault,Rehia-Oneriri.,NorthlandRegion,1,1,Mon,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/06/15
AggravatedSexualAssault,,,0,1,Wed,NotStated,1/06/15
AggravatedSexualAssault,TakaniniNorth.,AucklandRegion,1,1,Thu,NotApplicable,1/05/15
Non-AggravatedSexualAssault,BledisloePark.,AucklandRegion,1,1,Thu,NotApplicable,1/07/15
AggravatedSexualAssault,Lynnmall.,AucklandRegion,1,1,Mon,NotApplicable,1/04/15
AggravatedSexualAssault,MangereBridge.,AucklandRegion,1,1,Wed,NotStated,1/07/15
AggravatedSexualAssault,Pahurehure.,AucklandRegion,1,1,Sat,None,1/06/15
AggravatedSexualAssault,Oranga.,AucklandRegion,1,1,Sat,NotApplicable,1/04/15
AggravatedSexualAssault,TikipungaEast.,NorthlandRegion,1,1,Mon,NotStated,1/05/15
AggravatedSexualAssault,Broomfield.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Wed,NotApplicable,1/05/15
AggravatedSexualAssault,Kawerau.,BayofPlentyRegion,1,1,Mon,NotStated,1/05/15
AggravatedSexualAssault,TaurangaHospital.,BayofPlentyRegion,1,1,Mon,NotStated,1/05/15
AggravatedSexualAssault,TaurangaSouth.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,Maeroa.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/05/15
AggravatedSexualAssault,MatamataSouth.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/05/15
Non-AggravatedSexualAssault,Kingseat.,AucklandRegion,1,1,Thu,NotApplicable,1/07/15
AggravatedSexualAssault,TakaniniNorth.,AucklandRegion,1,1,Thu,NotApplicable,1/06/15
Non-AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,Sat,None,1/08/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
Non-AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,Fri,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,Mon,NotStated,1/08/15
AggravatedSexualAssault,,,0,1,Mon,NotStated,1/08/15
AggravatedSexualAssault,,,0,1,Thu,NotStated,1/08/15
AggravatedSexualAssault,,,0,1,Tue,None,1/08/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
Non-AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/08/15
AggravatedSexualAssault,Inlet-TasmanBay.,NelsonRegion,1,1,UNKNOWN,NotApplicable,1/08/15
Non-AggravatedSexualAssault,HavelockNorthCentral.,Hawke'sBayRegion,1,1,Fri,NotStated,1/08/15
AggravatedSexualAssault,OtaraNorth.,AucklandRegion,1,1,Sat,NotApplicable,1/04/15
AggravatedSexualAssault,MasseyPark.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/05/15
Non-AggravatedSexualAssault,Kahutara.,WellingtonRegion,1,1,Fri,NotApplicable,1/05/15
AggravatedSexualAssault,Akina.,Hawke'sBayRegion,1,1,Sat,NotApplicable,1/05/15
Non-AggravatedSexualAssault,KaitiSouth.,GisborneRegion,1,1,Thu,NotApplicable,1/05/15
AggravatedSexualAssault,Frimley.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/05/15
Non-AggravatedSexualAssault,MangereBridge.,AucklandRegion,1,1,Sat,NotApplicable,1/04/15
AggravatedSexualAssault,Kaikohe.,NorthlandRegion,1,1,Sat,NotStated,1/06/15
AggravatedSexualAssault,Kerikeri.,NorthlandRegion,1,1,Thu,NotStated,1/06/15
AggravatedSexualAssault,Morningside.,NorthlandRegion,1,1,UNKNOWN,NotStated,1/04/15
AggravatedSexualAssault,SilverdaleCentral.,AucklandRegion,1,1,UNKNOWN,NotStated,1/04/15
AggravatedSexualAssault,PointView.,AucklandRegion,1,1,Tue,NotApplicable,1/07/15
AggravatedSexualAssault,Wiri.,AucklandRegion,1,1,Wed,NotStated,1/07/15
AggravatedSexualAssault,CannonsCreekNorth.,WellingtonRegion,1,1,Fri,NotStated,1/07/15
AggravatedSexualAssault,Inglewood.,TaranakiRegion,2,1,Mon,NotApplicable,1/07/15
AggravatedSexualAssault,HaweraNorth.,TaranakiRegion,1,1,Sun,NotStated,1/07/15
AggravatedSexualAssault,Raetihi.,Manawatu-WanganuiRegion,1,1,Thu,NotStated,1/07/15
AggravatedSexualAssault,Newmarket.,AucklandRegion,1,1,Sun,NotStated,1/04/15
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Fri,NotApplicable,1/05/15
AggravatedSexualAssault,PapakuraSouth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/06/15
AggravatedSexualAssault,Mahora.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/06/15
AggravatedSexualAssault,Iona.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/06/15
Non-AggravatedSexualAssault,Meeanee.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/06/15
Non-AggravatedSexualAssault,Featherston.,WellingtonRegion,1,1,Mon,NotApplicable,1/06/15
Non-AggravatedSexualAssault,TaitaSouth.,WellingtonRegion,1,1,Sat,NotApplicable,1/06/15
AggravatedSexualAssault,TeMata.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/06/15
AggravatedSexualAssault,Elsthorpe-Flemington.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/06/15
AggravatedSexualAssault,TeHapara.,GisborneRegion,1,1,Thu,NotApplicable,1/06/15
AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,Thu,NotStated,1/06/15
AggravatedSexualAssault,SherwoodRise.,NorthlandRegion,1,1,Tue,NotApplicable,1/06/15
AggravatedSexualAssault,Bayswater.,AucklandRegion,1,1,Tue,NotStated,1/06/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,Mon,NotStated,1/06/15
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sun,NotApplicable,1/04/15
AggravatedSexualAssault,Orewa.,AucklandRegion,1,1,Sun,NotStated,1/07/15
AggravatedSexualAssault,DonegalPark.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/07/15
AggravatedSexualAssault,OuterKaiti.,GisborneRegion,1,1,Sun,NotApplicable,1/07/15
AggravatedSexualAssault,TaradaleNorth.,Hawke'sBayRegion,1,1,Thu,NotApplicable,1/07/15
Non-AggravatedSexualAssault,Camberley.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/07/15
Non-AggravatedSexualAssault,TaradaleSouth.,Hawke'sBayRegion,1,1,Wed,NotApplicable,1/07/15
