ANZSOCGroup,MapDetailName,Region,NumberofVictimisations,NumberofRecords,OccurrenceDayOfWeek,Weapon,YearMonth
AggravatedSexualAssault,Riccarton.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Trafalgar.,NelsonRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,WairauNorth.,MarlboroughRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,MonaVale.,CanterburyRegion,1,1,Wed,NotStated,1/11/17
Non-AggravatedSexualAssault,KarakaBay-WorserBay.,WellingtonRegion,1,1,Wed,NotStated,1/11/17
AggravatedSexualAssault,WhakataneWest.,BayofPlentyRegion,1,1,Wed,NotStated,1/11/17
Non-AggravatedSexualAssault,TeMaunga.,BayofPlentyRegion,1,1,Fri,NotStated,1/11/17
AggravatedSexualAssault,ManukauCentral.,AucklandRegion,1,1,Sun,NotStated,1/12/17
Non-AggravatedSexualAssault,GlenInnesWest.,AucklandRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Allandale-Mokorua.,BayofPlentyRegion,1,1,Thu,NotStated,1/12/17
AggravatedSexualAssault,Arataki.,BayofPlentyRegion,1,1,Fri,NotStated,1/12/17
AggravatedSexualAssault,HuntlyEast.,WaikatoRegion,1,1,Tue,NotStated,1/12/17
AggravatedSexualAssault,Enderley.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,Strathmore.,WaikatoRegion,1,1,Sun,NotStated,1/12/17
AggravatedSexualAssault,TokoroaCentral.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,Fri,NotStated,1/12/17
AggravatedSexualAssault,OrouaBridge.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,PalmerstonNorthHospital.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Moerewa.,NorthlandRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,PyesPa.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Judea.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Kaimai.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/11/17
Non-AggravatedSexualAssault,PyesPa.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Ngaruawahia.,WaikatoRegion,1,1,Fri,NotStated,1/11/17
Non-AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Lichfield.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/11/17
AggravatedSexualAssault,Tokanui.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/11/17
Non-AggravatedSexualAssault,EllerslieSouth.,AucklandRegion,1,1,Thu,NotStated,1/12/17
Non-AggravatedSexualAssault,WeymouthEast.,AucklandRegion,1,1,Tue,NotStated,1/03/18
Non-AggravatedSexualAssault,PapatoetoeWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,GlenfieldNorth.,AucklandRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,Kaikohe.,NorthlandRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,UnsworthHeights.,AucklandRegion,1,1,Sun,NotStated,1/02/18
AggravatedSexualAssault,PapatoetoeWest.,AucklandRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,MangereEast.,AucklandRegion,1,1,Tue,NotStated,1/12/17
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/12/17
AggravatedSexualAssault,KowhaiPark.,Manawatu-WanganuiRegion,1,1,Sat,NotStated,1/12/17
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Thu,NotStated,1/12/17
Non-AggravatedSexualAssault,LevinNorth.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/12/17
Non-AggravatedSexualAssault,TakapunaCentral.,AucklandRegion,1,1,Tue,NotStated,1/12/17
Non-AggravatedSexualAssault,Ngunguru.,NorthlandRegion,1,1,Wed,NotStated,1/12/17
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Fri,NotStated,1/12/17
AggravatedSexualAssault,AroStreet-NairnStreet.,WellingtonRegion,1,1,Mon,NotStated,1/12/17
AggravatedSexualAssault,Westlake.,AucklandRegion,1,1,Thu,NotStated,1/02/18
AggravatedSexualAssault,HokiangaNorth.,NorthlandRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Westlake.,AucklandRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Pataua-Whareora.,NorthlandRegion,1,1,Wed,NotStated,1/02/18
AggravatedSexualAssault,NewtownWest.,WellingtonRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,JelliePark.,CanterburyRegion,1,1,Sat,NotStated,1/12/17
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sat,NotStated,1/12/17
AggravatedSexualAssault,GreymouthSouth.,WestCoastRegion,1,1,Sun,NotStated,1/12/17
AggravatedSexualAssault,WestMelton.,CanterburyRegion,1,1,Thu,NotStated,1/12/17
Non-AggravatedSexualAssault,Somerfield.,CanterburyRegion,1,1,Wed,NotStated,1/12/17
Non-AggravatedSexualAssault,Otakiri.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,TeMaunga.,BayofPlentyRegion,1,1,Fri,NotStated,1/12/17
AggravatedSexualAssault,Bethlehem.,BayofPlentyRegion,3,1,Mon,NotStated,1/12/17
Non-AggravatedSexualAssault,Bethlehem.,BayofPlentyRegion,1,1,Mon,NotStated,1/12/17
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Thu,NotStated,1/12/17
Non-AggravatedSexualAssault,Hamlin.,AucklandRegion,1,1,Wed,NotStated,1/03/18
Non-AggravatedSexualAssault,StratfordEast.,TaranakiRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,PoriruaCentral.,WellingtonRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,NewPlymouthCentral.,TaranakiRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,CannonsCreekEast.,WellingtonRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,PalmerstonNorthHospital.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,HokowhituEast.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Pauatahanui.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Adventure.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,WanganuiCollegiate.,Manawatu-WanganuiRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sat,NotStated,1/02/18
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,Waikuku.,CanterburyRegion,1,1,Sun,NotStated,1/02/18
Non-AggravatedSexualAssault,Waimataitai.,CanterburyRegion,1,1,Sun,NotStated,1/02/18
Non-AggravatedSexualAssault,Seaview.,CanterburyRegion,1,1,Sun,NotStated,1/02/18
AggravatedSexualAssault,WoburnNorth.,WellingtonRegion,1,1,Thu,NotStated,1/02/18
AggravatedSexualAssault,KaroriEast.,WellingtonRegion,1,1,Thu,NotStated,1/02/18
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,Malvern.,CanterburyRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,Haupiri.,WestCoastRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,KaitaiaWest.,NorthlandRegion,1,1,Mon,NotStated,1/03/18
AggravatedSexualAssault,TikipungaWest.,NorthlandRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,BlenheimCentral.,MarlboroughRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,MarlboroughSoundsTerrestrial.,MarlboroughRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,Wakeling.,AucklandRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,Rawhiti.,CanterburyRegion,1,1,Wed,NotStated,1/02/18
AggravatedSexualAssault,TePukeEast.,BayofPlentyRegion,1,1,Sat,NotStated,1/02/18
Non-AggravatedSexualAssault,TePukeWest.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Queenwood.,WaikatoRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,TeKauwhata.,WaikatoRegion,1,1,Mon,NotStated,1/02/18
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Mon,NotStated,1/02/18
Non-AggravatedSexualAssault,Pukete.,WaikatoRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,HamiltonEast.,WaikatoRegion,1,1,Sun,NotStated,1/02/18
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,HuntlyWest.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,Ngaruawahia.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Moanataiari.,WaikatoRegion,1,1,Mon,NotStated,1/02/18
AggravatedSexualAssault,Sunnyvale.,AucklandRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,MotuekaOuter.,TasmanRegion,1,1,Fri,NotStated,1/03/18
AggravatedSexualAssault,MarlboroughSoundsTerrestrial.,MarlboroughRegion,1,1,Fri,NotStated,1/03/18
Non-AggravatedSexualAssault,Middleton.,CanterburyRegion,1,1,Fri,NotStated,1/03/18
Non-AggravatedSexualAssault,Lehmans.,CanterburyRegion,1,1,Fri,NotStated,1/03/18
AggravatedSexualAssault,Middleton.,CanterburyRegion,1,1,Mon,NotStated,1/03/18
Non-AggravatedSexualAssault,BledisloePark.,AucklandRegion,1,1,Wed,NotStated,1/02/18
AggravatedSexualAssault,Kingsley-Chatham.,Hawke'sBayRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,BayView.,Hawke'sBayRegion,1,1,Sun,NotStated,1/02/18
Non-AggravatedSexualAssault,Wilford.,WellingtonRegion,1,1,Mon,NotStated,1/03/18
Non-AggravatedSexualAssault,RichmondWest.,TasmanRegion,1,1,Mon,NotStated,1/03/18
AggravatedSexualAssault,Rutland.,CanterburyRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,Lincoln.,CanterburyRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,Esplanade.,WellingtonRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,NgaurangaEast.,WellingtonRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,Chertsey.,CanterburyRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,Eastbourne.,WellingtonRegion,1,1,Sun,NotStated,1/03/18
Non-AggravatedSexualAssault,EpuniWest.,WellingtonRegion,1,1,Sun,NotStated,1/03/18
Non-AggravatedSexualAssault,JelliePark.,CanterburyRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,Trafalgar.,NelsonRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,Merivale.,CanterburyRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,Parkside.,CanterburyRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Seaview.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Maitlands.,NelsonRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,RollestonSouthEast.,CanterburyRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,PalmSprings.,BayofPlentyRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,Greerton.,BayofPlentyRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,FranktonJunction.,WaikatoRegion,1,1,Fri,NotStated,1/03/18
AggravatedSexualAssault,TeUku.,WaikatoRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,HillcrestWest.,WaikatoRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,Greenmount.,AucklandRegion,1,1,Fri,NotStated,1/02/18
Non-AggravatedSexualAssault,Kingsland.,AucklandRegion,1,1,Fri,NotStated,1/02/18
Non-AggravatedSexualAssault,Maungawhau.,AucklandRegion,1,1,Mon,NotStated,1/02/18
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,FavonaNorth.,AucklandRegion,1,1,Sat,NotStated,1/02/18
Non-AggravatedSexualAssault,Newmarket.,AucklandRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,University.,WaikatoRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,Flagstaff.,WaikatoRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Matangi.,WaikatoRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Naylor.,WaikatoRegion,1,1,Tue,NotStated,1/03/18
Non-AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Silverdale.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,AvondaleSouth.,AucklandRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,Foxton.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/02/18
AggravatedSexualAssault,CannonsCreekNorth.,WellingtonRegion,1,1,Sun,NotStated,1/02/18
Non-AggravatedSexualAssault,Inglewood.,TaranakiRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,WestEnd.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Wed,NotStated,1/02/18
AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Nawton.,WaikatoRegion,1,1,Wed,NotStated,1/03/18
Non-AggravatedSexualAssault,HamiltonEast.,WaikatoRegion,1,1,Wed,NotStated,1/03/18
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,Hautapu.,WaikatoRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,Ohinemuri.,WaikatoRegion,2,1,UNKNOWN,NotStated,1/03/18
Non-AggravatedSexualAssault,Ohinemuri.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,KaitaiaWest.,NorthlandRegion,1,1,Mon,NotStated,1/02/18
AggravatedSexualAssault,TikipungaEast.,NorthlandRegion,1,1,Thu,NotStated,1/02/18
AggravatedSexualAssault,RoyalHeights.,AucklandRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,Tauhara.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/18
Non-AggravatedSexualAssault,Victoria.,BayofPlentyRegion,1,1,Wed,NotStated,1/03/18
Non-AggravatedSexualAssault,TakaniniWest.,AucklandRegion,1,1,Mon,NotStated,1/03/18
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Thu,NotStated,1/03/18
AggravatedSexualAssault,DannevirkeWest.,Manawatu-WanganuiRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,Tutira.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,Wed,NotStated,1/03/18
Non-AggravatedSexualAssault,Bayswater.,AucklandRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,Addington.,CanterburyRegion,1,1,Mon,NotStated,1/02/18
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Sun,NotStated,1/02/18
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,Thu,NotStated,1/02/18
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Thu,NotStated,1/02/18
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Thu,NotStated,1/02/18
AggravatedSexualAssault,GreyLynnEast.,AucklandRegion,1,1,Fri,NotStated,1/03/18
Non-AggravatedSexualAssault,Sockburn.,CanterburyRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/02/18
AggravatedSexualAssault,Whangamoa.,NelsonRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/02/18
Non-AggravatedSexualAssault,TaurangaCentral.,BayofPlentyRegion,1,1,Sat,NotStated,1/02/18
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,Tue,NotStated,1/02/18
AggravatedSexualAssault,HamiltonLake.,WaikatoRegion,1,1,Sat,NotStated,1/02/18
Non-AggravatedSexualAssault,Mangatawhiri.,WaikatoRegion,1,1,Sat,NotStated,1/02/18
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Sun,NotStated,1/02/18
Non-AggravatedSexualAssault,Chedworth.,WaikatoRegion,1,1,Tue,NotStated,1/02/18
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Fri,NotStated,1/03/18
Non-AggravatedSexualAssault,KohimaramaWest.,AucklandRegion,1,1,Fri,NotStated,1/03/18
AggravatedSexualAssault,MtWellingtonDomain.,AucklandRegion,1,1,Mon,NotStated,1/03/18
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,ParnellWest.,AucklandRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,FreemansBay.,AucklandRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,EpsomNorth.,AucklandRegion,1,1,Tue,NotStated,1/03/18
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,Greenmount.,AucklandRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,DurieHill.,Manawatu-WanganuiRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,HokowhituEast.,Manawatu-WanganuiRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,PoriruaCentral.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Tangutu.,AucklandRegion,1,1,Sun,NotStated,1/03/18
Non-AggravatedSexualAssault,Woodhill.,NorthlandRegion,2,1,Thu,NotStated,1/03/18
Non-AggravatedSexualAssault,Ferrymead.,CanterburyRegion,1,1,Fri,NotStated,1/03/18
AggravatedSexualAssault,Moera.,WellingtonRegion,1,1,Thu,NotApplicable,1/09/16
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Tue,NotStated,1/09/16
Non-AggravatedSexualAssault,Broads.,NelsonRegion,1,1,Tue,NotApplicable,1/09/16
AggravatedSexualAssault,Wainoni.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,Islington.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,AshburtonCentralWest.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Wed,NotApplicable,1/09/16
AggravatedSexualAssault,Waiotahi.,BayofPlentyRegion,1,1,Fri,NotStated,1/09/16
AggravatedSexualAssault,KatikatiCommunity.,BayofPlentyRegion,1,1,Thu,NotApplicable,1/09/16
AggravatedSexualAssault,Brookfield.,BayofPlentyRegion,1,1,Thu,NotStated,1/09/16
Non-AggravatedSexualAssault,MtMaunganuiNorth.,BayofPlentyRegion,1,1,Thu,NotApplicable,1/09/16
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/09/16
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Fri,NotApplicable,1/09/16
AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,Mon,NotStated,1/09/16
AggravatedSexualAssault,BucklandSouth.,WaikatoRegion,1,1,Sun,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Nawton.,WaikatoRegion,1,1,Sun,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Nawton.,WaikatoRegion,1,1,Sun,NotApplicable,1/09/16
Non-AggravatedSexualAssault,University.,WaikatoRegion,1,1,Sun,NotApplicable,1/09/16
AggravatedSexualAssault,Waerenga.,WaikatoRegion,1,1,Thu,NotStated,1/09/16
AggravatedSexualAssault,Rototuna.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,TeKauwhata.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Waihi.,WaikatoRegion,2,1,Fri,NotStated,1/09/16
AggravatedSexualAssault,CambridgeCentral.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,OtorohangaRuralEast.,WaikatoRegion,1,1,Mon,NotStated,1/09/16
AggravatedSexualAssault,RedHill.,AucklandRegion,1,1,Mon,NotApplicable,1/09/16
AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Tue,NotApplicable,1/09/16
AggravatedSexualAssault,Rongomai.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/09/16
AggravatedSexualAssault,PapatoetoeNorth.,AucklandRegion,1,1,Wed,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Wainui.,GisborneRegion,1,1,Fri,NotApplicable,1/09/16
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,Sat,NotStated,1/09/16
AggravatedSexualAssault,Rongomai.,AucklandRegion,1,1,Sat,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Westmere.,AucklandRegion,1,1,Thu,NotApplicable,1/09/16
Non-AggravatedSexualAssault,PapatoetoeCentral.,AucklandRegion,1,1,Thu,NotApplicable,1/09/16
Non-AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/09/16
Non-AggravatedSexualAssault,Hikuai.,WaikatoRegion,1,1,Thu,NotApplicable,1/12/16
AggravatedSexualAssault,Akarana.,AucklandRegion,1,1,Mon,NotStated,1/12/16
AggravatedSexualAssault,PalmerstonNorthCentral.,Manawatu-WanganuiRegion,1,1,Mon,NotStated,1/12/16
AggravatedSexualAssault,Mangakakahi.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/12/16
AggravatedSexualAssault,PapakuraSouth.,AucklandRegion,1,1,Tue,NotStated,1/08/18
AggravatedSexualAssault,MasseyPark.,AucklandRegion,1,1,UNKNOWN,NotStated,1/08/18
AggravatedSexualAssault,Hunua.,AucklandRegion,1,1,UNKNOWN,NotStated,1/08/18
AggravatedSexualAssault,Pines-KairakiBeach.,CanterburyRegion,1,1,Mon,NotStated,1/03/18
Non-AggravatedSexualAssault,HuttCentral.,WellingtonRegion,1,1,Sat,NotStated,1/03/18
Non-AggravatedSexualAssault,Trafalgar.,NelsonRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sun,NotStated,1/03/18
AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,Somerfield.,CanterburyRegion,1,1,Wed,NotStated,1/03/18
AggravatedSexualAssault,Chedworth.,WaikatoRegion,1,1,Sat,NotStated,1/03/18
AggravatedSexualAssault,MorrinsvilleEast.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/03/18
Non-AggravatedSexualAssault,Mangakakahi.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/03/18
Non-AggravatedSexualAssault,TuffCrater.,AucklandRegion,1,1,Wed,NotStated,1/01/18
AggravatedSexualAssault,Wainoni.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/01/18
AggravatedSexualAssault,RangioraNorth.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/01/18
Non-AggravatedSexualAssault,FlaxmereEast.,Hawke'sBayRegion,1,1,Fri,NotStated,1/07/18
Non-AggravatedSexualAssault,StLeonards.,Hawke'sBayRegion,1,1,Sat,NotStated,1/07/18
AggravatedSexualAssault,Turangi.,WaikatoRegion,1,1,Thu,NotStated,1/12/17
AggravatedSexualAssault,WesternHeights.,BayofPlentyRegion,1,1,Tue,NotStated,1/12/17
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,TwizelCommunity.,CanterburyRegion,1,1,Sat,NotStated,1/12/17
AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Fri,NotStated,1/12/17
Non-AggravatedSexualAssault,Caversham.,OtagoRegion,1,1,Sun,NotStated,1/12/17
AggravatedSexualAssault,Caversham.,OtagoRegion,1,1,Thu,NotStated,1/12/17
AggravatedSexualAssault,Mornington.,OtagoRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,Waitati.,OtagoRegion,1,1,UNKNOWN,NotStated,1/12/17
Non-AggravatedSexualAssault,HighSt-StuartSt.,OtagoRegion,1,1,UNKNOWN,NotStated,1/12/17
AggravatedSexualAssault,OnehungaSouthWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/18
AggravatedSexualAssault,Kaipaki.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/01/18
Non-AggravatedSexualAssault,Hillcrest.,BayofPlentyRegion,1,1,Sat,NotStated,1/01/18
AggravatedSexualAssault,BledisloePark.,AucklandRegion,1,1,Sat,NotStated,1/05/18
